价格：¥2099.00   型号：宏碁（acer）ES1-411-C7K0 14英寸笔记本（四核N2940 4G 500G 核芯显卡 Win8.1）黑色   商品链接：http://item.jd.com/1337558.html   评论数：1311
价格：¥3599.00   型号：三星（SAMSUNG）450R4J-X06 14英寸笔记本电脑 （i5-4210U 4G 500G GF820M 2G独显 WIN8.1)白   商品链接：http://item.jd.com/1406128.html   评论数：182
价格：¥7499.00   型号：微星（msi）GE62 2QD-007XCN 15.6英寸游戏笔记本电脑 (i7-4720HQ 8G 1T GTX960M GDDR5 2G 多彩背光) 黑色   商品链接：http://item.jd.com/1387513.html   评论数：222
价格：¥2999.00   型号：三星（SAMSUNG）270E5J-X02 15.6英寸笔记本电脑 （i3-4005U 4G 500G DVD刻录 2G独显 WIN8.1 蓝牙）象牙白   商品链接：http://item.jd.com/1208951.html   评论数：1446
价格：¥6499.00   型号：机械革命（MECHREVO）MR X5S 15.6英寸游戏本（i7-4710MQ 8G 128GSSD+1T GTX960M 2G独显 背光键盘）win7 黑   商品链接：http://item.jd.com/1411411.html   评论数：588
价格：¥5799.00   型号：华硕（ASUS）轻薄商务U305FA 13.3英寸超极本（酷睿M-5Y10 8G 256G SSD 广视角高清屏 铝合金 轻1.2kg 黑）   商品链接：http://item.jd.com/1461280.html   评论数：217
价格：¥6639.00   型号：华硕（ASUS）飞行堡垒FX50JX 15.6英寸游戏笔记本电脑（i7-4720HQ 8G 7200转1TB GTX950M 4G独显 全高清）   商品链接：http://item.jd.com/1622435.html   评论数：65
价格：¥5499.00   型号：戴尔（DELL）Ins13WR-4508T 灵越13.3英寸超薄触控变形本（i5-5200U 4G 500G 背光键盘 Win8）银   商品链接：http://item.jd.com/1315634.html   评论数：289
价格：¥17988.00   型号：Apple MacBook Pro MJLT2CH/A 15.4英寸512GB闪存宽屏笔记本电脑   商品链接：http://item.jd.com/1593512.html   评论数：24
价格：¥7499.00   型号：雷神（ThundeRobot）G150P 15.6英寸游戏本（i7-4710MQ 8G 1T GTX970M 6G独显 背光键盘 包无亮点高清屏）黑   商品链接：http://item.jd.com/1304813.html   评论数：254
价格：¥4499.00   型号：联想（ThinkPad） 轻薄系列E450C(20EHA00SCD)14英寸笔记本电脑(i5-4210U 8G 8GSSD+500G 2G独显 Win7)   商品链接：http://item.jd.com/1427424.html   评论数：284
价格：¥7499.00   型号：未来人类（Terrans Force）T5S 15.6英寸游戏本（i7-4720HQ 4G 1TB 7200转 GTX965M 2G GDDR5独显）黑   商品链接：http://item.jd.com/1363066.html   评论数：414
价格：¥4799.00   型号：神舟（HASEE） 战神K650D-i7 D3 15.6英寸游戏本(i7-4710MQ 4G 500G GTX950M 2G独显 1080P)灰色   商品链接：http://item.jd.com/1611494.html   评论数：136
